group,file,f0
wavs,000442.wav,119.6
wavs,000443.wav,256.0
wavs,000444.wav,328.0
wavs,000445.wav,438.0
wavs,000446.wav,580.6
wavs,000447.wav,291.2
wavs,000448.wav,371.2
wavs,000449.wav,363.4
wavs,000450.wav,427.0
wavs,000451.wav,360.3
wavs,000452.wav,338.9
wavs,000453.wav,441.3
wavs,000454.wav,421.2
wavs,000455.wav,683.3
wavs,000456.wav,289.2
wavs,000457.wav,464.0
wavs,000458.wav,380.7
wavs,000459.wav,526.3
wavs,000460.wav,273.4
wavs,000461.wav,273.9
wavs,000462.wav,367.1
wavs,000463.wav,551.2
wavs,000464.wav,399.3
wavs,000465.wav,690.7
wavs,000466.wav,
wavs,000467.wav,397.2
wavs,000468.wav,284.4
wavs,000469.wav,247.2
wavs,000470.wav,124.7
wavs,000471.wav,270.7
